ticker,rows,jump_count,drop_count,volume_spike_count,volatility_shock_count,regime_shift_count,event_count,event_rate
A,6623,87,112,146,521,0,711,0.107353163219085
AAPL,9121,130,141,230,786,0,1028,0.11270694002850565
ABBV,3324,41,67,84,298,0,395,0.11883273164861613
ABNB,1324,15,19,37,115,0,156,0.11782477341389729
ABT,9121,120,142,199,779,0,1027,0.1125973029273106
ACN,6204,83,111,146,501,0,680,0.1096067053513862
ADBE,9121,128,148,216,792,0,1039,0.11391294814165114
AES,8746,98,148,158,698,0,937,0.10713469014406586
AFL,9121,135,140,180,749,0,1001,0.10974673829623945
AKAM,6637,95,80,163,643,0,797,0.12008437547084526
ALB,8073,108,134,168,702,0,927,0.11482720178372352
ALGN,6322,92,100,144,621,0,779,0.1232204998418222
ALL,8256,116,131,159,633,0,847,0.1025920542635659
ALLE,3102,37,56,60,275,0,359,0.1157317859445519
AMD,9121,139,137,207,767,0,1025,0.11237802872492052
AMZN,7257,106,99,210,663,0,865,0.11919525974920767
AOS,9121,138,128,175,702,0,968,0.10612871395680298
APD,9121,123,136,153,703,0,927,0.10163359280780616
APTV,3604,44,69,63,292,0,396,0.10987791342952276
ARE,7249,97,145,147,591,0,817,0.11270520071734032
AVGO,4181,68,66,119,350,0,482,0.1152834250179383
AXP,9121,115,141,196,740,0,976,0.10700581076636334
BAC,9121,126,155,217,717,0,969,0.10623835105799803
BBY,9121,139,145,213,879,0,1108,0.1214779081241092
BK,9121,138,143,159,686,0,944,0.10349742352812191
BKNG,6785,107,95,177,629,0,807,0.11893883566691231
BLDR,5215,79,74,108,435,0,584,0.11198465963566635
BLK,6657,95,107,149,490,0,694,0.1042511641880727
BMY,9121,121,143,235,760,0,1001,0.10974673829623945
C,9121,144,148,207,725,0,975,0.10689617366516829
CAT,9121,130,138,188,740,0,979,0.10733472206994847
CCL,9121,136,147,197,734,0,983,0.10777327047472865
CL,9121,124,130,176,688,0,920,0.10086613309944086
CLX,9121,140,140,218,816,0,1093,0.11983335160618354
CMCSA,9121,135,127,189,666,0,922,0.10108540730183094
CMG,5069,68,76,144,465,0,600,0.11836654172420595
COF,7887,107,121,165,650,0,852,0.10802586534804108
COP,9121,107,140,192,749,0,1018,0.11161056901655521
COST,9121,119,122,185,788,0,996,0.10919855279026422
CPB,9121,144,139,211,779,0,1048,0.11489968205240654
CRM,5471,75,82,163,484,0,646,0.11807713397916286
CSCO,9088,117,142,213,756,0,996,0.10959507042253522
CVS,9121,137,134,178,770,0,1006,0.11029492380221467
CVX,9121,112,145,195,731,0,984,0.1078829075759237
DE,9121,119,138,201,745,0,980,0.10744435917114352
DHI,8507,126,117,132,690,0,910,0.10697072998706947
DHR,9121,132,136,158,667,0,930,0.1019625041113913
DIS,9121,114,134,233,751,0,995,0.10908891568906919
DLTR,7812,121,106,166,632,0,833,0.10663082437275985
DUK,9121,113,147,193,711,0,998,0.10941782699265432
EL,7633,118,113,177,685,0,889,0.11646796803353858
EMR,9121,128,132,159,695,0,942,0.10327814932573183
EXPE,5199,62,65,136,491,0,629,0.1209848047701481
FDX,9121,142,126,206,709,0,983,0.10777327047472865
GE,9121,132,121,239,644,0,913,0.10009867339107555
GILD,8601,129,121,172,692,0,909,0.10568538542029997
GM,3856,57,69,87,269,0,387,0.10036307053941909
GOOG,5431,72,94,152,449,0,624,0.11489596759344503
GOOGL,5431,72,87,163,434,0,606,0.11158166083594181
GS,6762,86,101,148,532,0,702,0.10381543921916593
HD,9121,126,138,221,752,0,1001,0.10974673829623945
HON,9121,123,139,183,730,0,959,0.10514198004604758
IBM,9121,129,145,247,737,0,991,0.108650367284289
INTC,9121,111,132,195,799,0,1027,0.1125973029273106
INTU,8313,118,132,174,735,0,948,0.11403825333814507
ISRG,6478,91,103,181,580,0,762,0.11762889780796543
JNJ,9121,123,151,218,756,0,1015,0.11128165771297006
JPM,9121,124,153,201,728,0,988,0.10832145598070388
KEYS,2871,31,48,75,249,0,331,0.11529083942877047
KO,9121,122,143,202,734,0,985,0.10799254467711873
KVUE,722,9,15,19,59,0,86,0.11911357340720222
LEN,9121,162,122,168,733,0,1001,0.10974673829623945
LIN,8499,127,131,153,654,0,888,0.1044828803388634
LLY,9121,142,145,240,740,0,1039,0.11391294814165114
LMT,9121,130,151,230,741,0,1030,0.11292621423089573
LNT,9121,117,160,214,628,0,966,0.10590943975441289
LOW,9121,132,133,176,753,0,984,0.1078829075759237
LULU,4692,71,66,141,460,0,597,0.1272378516624041
LW,2351,25,39,58,228,0,291,0.12377711612079965
MA,4986,69,91,114,421,0,564,0.11311672683513839
MAR,7043,93,119,148,605,0,799,0.11344597472667897
MCD,9121,120,132,222,692,0,945,0.10360706062931696
META,3479,36,54,111,270,0,373,0.10721471687266455
MGM,9121,146,126,163,748,0,977,0.10711544786755837
MHK,8552,134,120,167,711,0,941,0.11003274087932648
MMM,9121,127,140,228,783,0,1031,0.11303585133209078
MO,9121,112,178,243,780,0,1060,0.11621532726674706
MRK,9121,126,134,242,776,0,1021,0.11193948032014034
MSFT,9121,117,137,210,699,0,954,0.10459379454007237
MU,9121,122,127,169,702,0,944,0.10349742352812191
NFLX,5995,86,90,178,531,0,717,0.11959966638865721
NVDA,6832,102,88,156,577,0,755,0.11050936768149883
ORCL,9121,122,135,251,791,0,1039,0.11391294814165114
PG,9121,112,135,235,682,0,955,0.1047034316412674
PHM,9121,130,125,160,687,0,920,0.10086613309944086
PLTR,1374,20,17,33,110,0,146,0.10625909752547306
PM,4532,58,88,105,440,0,564,0.12444836716681378
RCL,8281,134,133,167,659,0,885,0.10687115082719478
ROST,9121,137,119,171,733,0,961,0.10536125424843767
RTX,9121,118,138,178,794,0,1012,0.11095274640938493
STZ,8563,128,137,181,726,0,966,0.11281093074856943
TGT,9121,123,135,195,706,0,954,0.10459379454007237
TMO,9121,153,134,164,791,0,1030,0.11292621423089573
TMUS,4761,71,76,122,387,0,534,0.11216131064902331
TSLA,3956,55,65,98,307,0,412,0.10414560161779575
UNH,9121,126,149,203,745,0,977,0.10711544786755837
V,4530,53,80,113,393,0,514,0.11346578366445915
VLTO,617,6,7,15,56,0,74,0.11993517017828201
WFC,9121,115,133,177,694,0,936,0.10262032671856156
WMT,9121,125,142,224,756,0,1011,0.11084310930818989
XOM,9121,109,139,212,745,0,1014,0.11117202061177503
